메뉴 이름,방법 분류,국가 분류,테마 분류,난이도 분류,주재료 이름,조리시간
돈까스와베이비콘,"['튀김', '커틀릿']",서양,메인요리,보통,['돼지고기(등심) 300g'],53
돼지고기치즈말이튀김,"['튀김', '커틀릿']",서양,메인요리,어려움,"['돼지고기 200그램', '치즈 5장']",60
모짜렐라치즈스틱,"['튀김', '커틀릿']",서양,간식,보통,['모짜렐라치즈 300g'],45
베이컨미니커틀릿,"['튀김', '커틀릿']",서양,메인요리,어려움,['삼겹살(구이용) 200g'],61
쇠고기치즈튀김,"['튀김', '커틀릿']",서양,메인요리,보통,"['쇠고기(우둔', '업진살) 300g', '치즈 200g']",56
쇠고기커틀릿,"['튀김', '커틀릿']",서양,메인요리,어려움,"['쇠고기 400g', '모짜렐라치즈 100g']",66
옥수수오믈렛,"['튀김', '커틀릿']",서양,메인요리,보통,"['스위트콘 1캔', '계란 2개']",58
치즈돈까스,"['튀김', '커틀릿']",서양,메인요리,보통,"['돼지고기(돈까스용) 2장', '모짜렐라치즈 50g']",52
치즈크로켓,"['튀김', '커틀릿']",서양,메인요리,보통,"['계란흰자 2개', '피자치즈 50g', '밀가루(중력분) 50g']",49
칠리소스참치볼,"['튀김', '커틀릿']",서양,반찬,보통,"['참치통조림 1캔', '두부 1/2모']",55
카레튀김밥,"['튀김', '커틀릿']",서양,메인요리,보통,"['흰밥 400g', '프랑크소시지 4개', '카레가루 2큰술']",59
피자돈까스,"['튀김', '커틀릿']",서양,메인요리,어려움,"['돼지고기(등심 슬라이스) 2조각', '피자치즈 적당량']",69
치킨버섯찜,['찜'],서양,메인요리,어려움,"['닭안심 500g', '표고버섯 3장', '느타리버섯 30g', '팽이버섯 30g']",65
홍합찜,['찜'],서양,메인요리,보통,['홍합 20개'],49
닭가슴살샐러드,"['나물', '생채', '샐러드']",서양,반찬,보통,"['닭(가슴살) 400g', '샐러드 200g']",53
발사믹드레싱샐러드,"['나물', '생채', '샐러드']",서양,반찬,보통,"['샐러드채소 50g', '발사믹식초 2큰술']",45
연어양상추쌈,"['나물', '생채', '샐러드']",서양,메인요리,보통,"['양상추 4장', '훈제연어 100g']",51
컬리플라워해물샐러드,"['나물', '생채', '샐러드']",서양,반찬,보통,"['컬리플라워 200g', '오징어 1마리', '새우 8마리']",48
파스칼샐러드,"['나물', '생채', '샐러드']",서양,반찬,보통,"['바케트빵 1개', '계란(완숙) 2개씩', '샐러드잎(푸른색) 약간']",52
파프리카향의 치킨셀러드,"['나물', '생채', '샐러드']",서양,반찬,보통,['닭 1/2마리'],37
파프리카향의쁘띠첼샐러드,"['나물', '생채', '샐러드']",서양,반찬,어려움,"['쁘띠첼 2개', '파프리카(주황색) 1개', '샐러드(치커리', '적채', '허브 등) 50g']",72
그릴드쉬림프,['양식'],서양,메인요리,어려움,"['새우 10마리', '밥 1공기']",74
생선뮈니에르,['양식'],서양,메인요리,보통,"['가자미 1마리', '후춧가루 약간']",48
생선버터구이,['양식'],서양,메인요리,보통,['생선(흰살) 600g'],41
스페니쉬오믈렛,['양식'],서양,메인요리,보통,['계란 5개'],52
안심스테이크,['양식'],서양,메인요리,보통,['쇠고기(스테이크용안심) 2쪽'],53
찹스테이크,['양식'],서양,메인요리,어려움,['안심(스테이크용) 180g'],72
감자샐러드,"['도시락', '간식']",서양,반찬,보통,['감자 2개'],44
김치핫도그,"['도시락', '간식']",서양,간식,어려움,"['배추김치 50g', '핫도그빵 2개']",64
밤베이컨말이,"['도시락', '간식']",서양,반찬,보통,"['밤 40개', '베이컨 20조각']",45
스카치에그,"['도시락', '간식']",서양,반찬,어려움,"['쇠고기(늑간살) 100g', '돼지고기 100g']",67
오믈렛도시락,"['도시락', '간식']",서양,메인요리,어려움,"['밥 2공기', '계란 4개']",61
요거트젤리,"['도시락', '간식']",서양,간식,보통,['플레인요구르트 1개'],40
초코넛트바,"['도시락', '간식']",서양,간식,보통,"['초콜릿 100g', '생크림 1/4컵']",57
초코비스코티,"['도시락', '간식']",서양,간식,어려움,"['버터 50g', '밀가루(박력분) 120g']",74
치즈스틱,"['도시락', '간식']",서양,간식,어려움,"['밀가루 1컵', '버터 80g', '체다슬라이스치즈 100g']",61
크림치즈&키위,"['도시락', '간식']",서양,간식,보통,"['키위 4개', '크림치즈 150g']",50
과일젤리,['후식'],서양,간식,보통,"['수박 200g', '오렌지 1개', '키위 2개']",50
바닐라아이스크림,['후식'],서양,간식,보통,"['우유 250g', '생크림 150g', '계란노른자 4개']",51
발렌타인초콜릿,['후식'],서양,간식,보통,['판초콜릿 144g'],50
배머랭,['후식'],서양,간식,보통,"['배 1개', '계란흰자 2개']",45
수박카나페,['후식'],서양,간식,보통,['수박 250g'],41
애플스튜,['후식'],서양,간식,보통,['사과 1개'],45
옥수수아이스크림,['후식'],서양,간식,보통,"['우유 250g', '생크림 150g', '옥수수가루 30g']",54
요구르트푸딩,['후식'],서양,간식,보통,"['플레인요구르트 2개', '계란노른자 2개', '옥수수전분 15g']",58
초코프루츠,['후식'],서양,간식,보통,"['딸기 8개', '미니바나나 8개', '초콜릿 150g']",51
초콜릿아이스크림,['후식'],서양,간식,보통,"['우유 250g', '생크림 150g', '초콜릿 120g']",56
트러플쉘,['후식'],서양,간식,어려움,"['버터 40g', '생크림 100g', '밀크초콜릿 200g', '럼주 30g']",69
홍초젤리,['후식'],서양,간식,보통,"['생수 500g', '발효초 150g']",47
포도잼,['양념장'],서양,반찬,보통,['포도알 400g'],40
프렌치드레싱,['양념장'],서양,반찬,보통,"['샐러드오일 4큰술', '식초 2큰술']",45
가토쇼콜라,"['빵', '과자']",서양,간식,어려움,['다크초콜릿(커버쳐) 100g'],66
감자타르트,"['빵', '과자']",서양,간식,보통,['감자 250g'],53
건포도럼코코아초콜릿,"['빵', '과자']",서양,간식,보통,"['초콜릿 200g', '건포도 20g']",54
건포도스콘,"['빵', '과자']",서양,간식,어려움,"['밀가루(박력분) 450g', '버터 180g', '우유 135g']",64
건포도초콜릿볼,"['빵', '과자']",서양,간식,보통,"['밀크초콜릿 165g', '생크림 70g', '깔루아 약간']",57
계피설탕빵,"['빵', '과자']",서양,간식,어려움,"['밀가루(강력분) 300g', '드라이이스트 6g', '설탕 50g', '소금 3g', '물 135g', '계란 1개', '버터 45g']",82
고구마케이크,"['빵', '과자']",서양,간식,어려움,"['고구마 800g', '생크림 400g', '박력분 250cc']",70
고구마파이,"['빵', '과자']",서양,간식,어려움,"['밀가루(강력분) 416g', '무염버터 32g', '소금 6g', '드라이이스트 9g', '버터(충전용) 250g', '물 120g']",85
곰돌이몰드초콜릿,"['빵', '과자']",서양,간식,보통,"['다크초콜릿(커버쳐) 100g', '화이트초콜릿(커버쳐) 100g']",50
과일카스테라,"['빵', '과자']",서양,간식,보통,['카스테라 2쪽'],50
과일타르트,"['빵', '과자']",서양,간식,어려움,"['[타르트반죽]박력분 250g', '버터 150g', '계란 25g', '분당 100g', '[필링반죽]버터 100g', '설탕 100g', '계란 100g', '아몬드분말 50g', '박력분 25g']",107
과일프리터,"['빵', '과자']",서양,간식,어려움,"['사과 1/2개', '복숭아(통조림) 1/4개', '옥수수 1/4컵']",64
깨빵,"['빵', '과자']",서양,간식,어려움,"['밀가루(강력분) 300g', '드라이이스트 6g', '설탕 36g', '소금 5g', '물(미지근한) 190g', '버터 18g', '검은깨 10g']",72
넛트핫케이크,"['빵', '과자']",서양,간식,보통,['핫케이크가루 250g'],55
노엘케이크(집모양케이크),"['빵', '과자']",서양,간식,어려움,"['박력분 100g', '코코아 23g']",67
녹차머핀,"['빵', '과자']",서양,간식,어려움,"['밀가루(박력분) 125g', '베이킹파우더 1/2작은술', '베이킹소다 1/2작은술', '녹차가루 1큰술', '버터 70g', '설탕 80g', '바닐라향 약간']",77
녹차쉬폰케이크,"['빵', '과자']",서양,간식,어려움,"['계란 10개', '식용유 225g', '설탕ⓑ 290g', '소금 7g', '럼주 30g', '밀가루(박력분) 500g', '베이킹파우더 8g', '녹차가루 20g', '설탕ⓐ 375g', '주석산 2g']",97
당근케이크,"['빵', '과자']",서양,간식,어려움,"['당근 1개', '밀가루(박력분) 2컵', '베이킹파우더 1작은술', '계란 2개', '계핏가루 1/3작은술', '설탕 1/2컵', '버터 약간', '베이킹소다 1작은술', '식용유 20g']",98
데쎄르,"['빵', '과자']",서양,간식,어려움,"['우유 500ml', '계란노른자 4개', '설탕 100g', '바닐라에센스 약간']",62
덴마크식치즈케이크,"['빵', '과자']",서양,간식,어려움,"['크림치즈 400g', '밀가루 1과1/2큰술']",60
딸기 샌드쿠키,"['빵', '과자']",서양,간식,보통,['박력분 25g'],53
딸기생크림케이크,"['빵', '과자']",서양,간식,어려움,"['계란 4개', '박력분 120g', '딸기 적당량', '생크림 800g']",75
딸기생크림케이크,"['빵', '과자']",서양,간식,어려움,"['딸기 200g', '[케이크시트]계란 2개', '설탕 50g', '밀가루(박력분) 60g', '옥수수 전분 3g', '바닐라오일 약간', '버터 15g', '우유 15g']",92
딸기와아몬드추이르,"['빵', '과자']",서양,간식,보통,"['박력분 25g', '아몬드가루 25g', '딸기 적당량']",57
땅콩버터쿠키,"['빵', '과자']",서양,간식,어려움,"['밀가루 1컵', '땅콩버터 1/2컵']",60
레몬수플레,"['빵', '과자']",서양,간식,보통,"['레몬 4개', '밀가루(박력분) 50g']",58
레이즌가나슈초코타르트,"['빵', '과자']",서양,간식,어려움,['[타르트지] 밀가루(박력분) 100g'],76
레이즌애플파이,"['빵', '과자']",서양,간식,보통,['사과 3개'],53
레이즌컵케이크,"['빵', '과자']",서양,간식,어려움,"['[머핀] 버터 70g', '밀가루(박력분) 120g', '생크림 3큰술', '럼레이즌 60g']",87
마들렌,"['빵', '과자']",서양,간식,어려움,"['밀가루(박력분) 200g', '설탕 200g', '계란 200g', '버터 200g', '소금 1/3작은술', '베이킹파우터 1작은술']",67
머랭쿠키,"['빵', '과자']",서양,간식,보통,['계란흰자 2개'],42
메뉴판생크림케이크,"['빵', '과자']",서양,간식,어려움,['밀가루(박력분) 200g'],61
모닝빵,"['빵', '과자']",서양,간식,어려움,"['밀가루(강력분) 250g', '설탕 37g', '분유 8g', '소금 4g', '계란 1과1/2개', '우유 60g', '물 60g', '생이스트 8g', '버터 30g']",88
모카케이크,"['빵', '과자']",서양,간식,어려움,"['밀가루 100g', '설탕 150g', '계란 4개', '버터 220g', '바닐라에센스 약간', '물 40g', '커피에센스 3g', '계란노른자 2개']",98
미니고구마케이크,"['빵', '과자']",서양,간식,보통,"['카스텔라 250g', '고구마 800g']",52
미니초콜릿케이크,"['빵', '과자']",서양,간식,어려움,"['박력분(박력분) 200g', '버터 150g', '코코아가루 20g']",65
바나나초코카스텔라롤,"['빵', '과자']",서양,간식,보통,"['바나나 1개', '초콜릿 50g', '카스텔라 120g']",53
바나나컵케이크,"['빵', '과자']",서양,간식,보통,"['버터 90g', '계란 1개', '바나나 4개', '박력분 80g']",56
밤식빵,"['빵', '과자']",서양,간식,어려움,"['밀가루(강력분) 240g', '밀가루(중력분) 15g', '버터 60g', '밤통조림 30g', '밀가루(중력분', '토핑) 15g']",89
버터링쿠키,"['빵', '과자']",서양,간식,어려움,"['밀가루(박력분) 200g', '버터 150g', '설탕 80g']",63
베이비슈크림,"['빵', '과자']",서양,간식,어려움,"['밀가루(박력분) 150g', '버터 100g', '계란 6개', '우유 125g', '물 125g', '설탕 7g', '소금 3g']",90
브라우니치즈케이크,"['빵', '과자']",서양,간식,어려움,['[브라우니 재료] 다크초콜릿 50g'],90
블루베리케이크,"['빵', '과자']",서양,간식,어려움,['박력분 90g'],62
쁘띠파운드케이크,"['빵', '과자']",서양,간식,어려움,"['밀가루(박력분) 140g', '베이킹파우더 1작은술', '버터 150g', '설탕 120g', '계란 3개', '바닐라향 약간']",68
사과케이크,"['빵', '과자']",서양,간식,보통,"['밀가루 250g', '사과(홍옥) 5개']",56
사과타르트풍핫케이크,"['빵', '과자']",서양,간식,보통,"['사과 1개', '핫케이크가루 200g']",59
쉬퐁케이크,"['빵', '과자']",서양,간식,어려움,['중력분 150g'],69
식빵,"['빵', '과자']",서양,간식,어려움,"['강력분 300g', '드라이이스트 6g']",65
아마렛띠,"['빵', '과자']",서양,간식,보통,"['아몬드(갈은것) 88g', '호두(갈은것) 29g']",48
아이스크림와플,"['빵', '과자']",서양,간식,어려움,"['밀가루(박력분) 120g', '우유 100g', '시판용아이스크림 2~3스쿱', '바나나(썰은 것) 1개']",67
아이싱쿠키,"['빵', '과자']",서양,간식,어려움,"['박력분 405g', '아몬드분말 80g']",64
애플크레이프,"['빵', '과자']",서양,간식,보통,['사과 2개'],56
오렌지건포도빵,"['빵', '과자']",서양,간식,어려움,"['강력분 300g', '드라이이스트 6g', '설탕 30g']",79
오렌지아몬드트일,"['빵', '과자']",서양,간식,보통,"['밀가루(박력분) 100g', '아몬드슬라이스(슬라이스한것) 180g', '오렌지시럽 1큰술']",56
오렌지크레이프,"['빵', '과자']",서양,간식,보통,['밀가루(박력분) 100g'],44
전기밥솥케이크,"['빵', '과자']",서양,간식,어려움,"['계란 4개', '밀가루(박력분) 3/4컵', '설탕 1/2컵']",64
초코버터쿠키,"['빵', '과자']",서양,간식,어려움,['밀가루 200g'],62
초코칩쿠키,"['빵', '과자']",서양,간식,보통,"['밀가루(박력분) 180g', '버터 80g', '초콜릿 80g']",59
초코칩쿠키,"['빵', '과자']",서양,간식,보통,"['박력분 180g', '초콜릿 80g']",59
초코크리스피,"['빵', '과자']",서양,간식,보통,"['씨리얼 120g', '초콜릿 150g']",51
초콜릿무스,"['빵', '과자']",서양,간식,어려움,"['초콜릿 100g', '생크림 150cc']",61
초콜릿케이크,"['빵', '과자']",서양,간식,보통,"['밀가루 35g', '코코아 15g', '초콜릿 150g']",57
초콜릿케이크,"['빵', '과자']",서양,간식,어려움,"['코코아 160g', '밀가루 80g']",72
쵸코생크림케이크,"['빵', '과자']",서양,간식,어려움,"['박력분 125g', '쵸코렛 75g']",69
치즈케이크,"['빵', '과자']",서양,간식,어려움,"['크림치즈 250g', '박력분 60g']",69
카스테라,"['빵', '과자']",서양,간식,어려움,"['박력분 192g', '계란 6개']",64
커스터드푸딩,"['빵', '과자']",서양,간식,보통,"['계란 3개', '설탕 90g', '우유 2컵']",55
커피머핀,"['빵', '과자']",서양,간식,보통,"['박력분 400g', '커피 5g']",57
쿠키카드,"['빵', '과자']",서양,간식,어려움,['박력분 300g'],61
크리스마스케이크,"['빵', '과자']",서양,간식,어려움,"['밀가루(박력분) 500g', '계란 900g', '생크림 적당량']",74
크림치즈팬케이크,"['빵', '과자']",서양,간식,보통,"['밀가루 75g', '크림치즈 150g']",56
클래식 쇼콜라,"['빵', '과자']",서양,간식,어려움,"['다크초콜릿 80g', '생크림 68g', '강력분 12g', '박력분 12g', '코코아 48g']",80
키세스초코땅콩쿠키,"['빵', '과자']",서양,간식,어려움,"['다진아몬드(혹은 땅콩) 40g', '키세스초콜릿 20개']",74
팥앙금빵,"['빵', '과자']",서양,간식,어려움,"['강력분 250g', '팥앙금 300g', '삶은밤 2톨']",80
프라이팬넛트쿠키,"['빵', '과자']",서양,간식,어려움,"['박력분 200g', '땅콩 1큰술', '호두 1알', '분설탕 적당량']",74
프럼케이크,"['빵', '과자']",서양,간식,어려움,"['밀가루 1컵', '설탕에절인과일(설탕에절인것) 50g', '브랜디 1과1/2큰술']",68
요구르트젤리,['음료'],서양,간식,보통,"['우유 200g', '플레인요구르트 100g']",46
카푸치노,['음료'],서양,간식,보통,"['카페에스프레소 2샷', '우유 2와1/2컵']",44
게살소스스파게티,"['만두', '면류']",서양,메인요리,보통,"['스파게티 70g', '게살소스 150ml']",59
매운토마토소스펜네,"['만두', '면류']",서양,메인요리,보통,"['펜네 400g', '토마토 1개']",48
빕앤터커파스타,"['만두', '면류']",서양,메인요리,어려움,['스파게티 50g'],74
뽀모도로 토마토파스타,"['만두', '면류']",서양,메인요리,보통,"['토마토홀 450g', '스파게티 80g']",48
시칠리아식 파스타,"['만두', '면류']",서양,메인요리,어려움,['가지 3개'],68
정통 나폴리 까르보나라,"['만두', '면류']",서양,메인요리,보통,"['페델리니 60g', '베이컨 20g']",48
감자양파그라탕,"['그라탕', '리조또']",서양,메인요리,보통,"['감자 2개', '양파 1개', '베이컨 4장']",56
닭고기콘그라탕,"['그라탕', '리조또']",서양,메인요리,보통,['닭고기(가슴살) 200g'],47
브로콜리치즈구이,"['그라탕', '리조또']",서양,반찬,보통,"['브로콜리 200g', '새우(중간것) 150g', '치즈 100g']",54
송편라비올리그라탕,"['그라탕', '리조또']",서양,메인요리,보통,['송편 10개'],50
감자햄버거,"['샌드위치', '햄버거']",서양,간식,어려움,"['감자 4개', '쇠고기(안심) 200g', '레몬즙 약간']",61
레이즌랩샌드위치,"['샌드위치', '햄버거']",서양,간식,어려움,['닭가슴살 2개'],64
미니햄버거,"['샌드위치', '햄버거']",서양,간식,어려움,"['모닝빵 8개', '쇠고기(우둔) 100g', '돼지고기(안심) 50g', '양파 1/8개', '샐러리 1/8대', '계란노른자 1/2개', '빵가루 1큰술', '밀가루 1큰술', '소금 약간']",92
바게트샌드위치,"['샌드위치', '햄버거']",서양,간식,보통,['바게트 1통'],53
치킨랩샌드위치,"['샌드위치', '햄버거']",서양,간식,어려움,"['밀가루(강력분) 100g', '우유 230ml', '닭고기(안심) 250g']",76
크로아상샌드위치,"['샌드위치', '햄버거']",서양,간식,보통,['미니크로아상 4개'],47
타코샌드위치,"['샌드위치', '햄버거']",서양,간식,어려움,"['밀가루(중력분) 1컵', '토마토 1개', '베이컨 4장', '양상추 10장']",74
프랜치토스트샌드위치,"['샌드위치', '햄버거']",서양,간식,보통,"['식빵 4쪽', '햄 2장', '치즈 2장']",55
핫샌드위치,"['샌드위치', '햄버거']",서양,간식,어려움,"['크로와상 2개', '흰살생선 50g']",62
디저트피자,['피자'],서양,간식,어려움,['강력분 200g'],62
미니피자,['피자'],서양,간식,어려움,"['밀가루(강력분) 150g', '이스트', '설탕', '소금 1작은술씩', '우유 2큰술', '물(미온수) 1/3컵', '버터 25g', '식용유 1큰술', '올리브 4개']",87
컴비네이션피자,['피자'],서양,간식,어려움,"['밀가루(강력분) 1컵', '소시지 30g', '햄 40g', '양송이 3개', '피자치즈(피자용) 150g']",79
토스트피자,['피자'],서양,간식,어려움,"['식빵 4쪽', '피자치즈 20g']",64
덴마크식오믈렛,['볶음'],서양,메인요리,보통,"['계란 2개', '우유 1/4컵']",46
두부오믈렛,['볶음'],서양,메인요리,보통,"['계란 2개', '두부 1/3모', '우유 2작은술']",56
바비큐폭찹,['볶음'],서양,메인요리,보통,['돼지고기(등심) 300g'],50
비프스트로가노프,['볶음'],서양,메인요리,어려움,"['쇠고기(안심) 300g', '밥 1공기']",68
아스파라거스새우볶음,['볶음'],서양,메인요리,보통,"['아스파라거스 100g', '새우 200g']",41
와인소스미트볼,['볶음'],서양,메인요리,보통,"['다진쇠고기(우둔) 150g', '다진돼지고기(목살) 100g']",58
퓨전찹스테이크,['볶음'],서양,메인요리,어려움,"['피망 1개', '양송이 80g', '양파 1/2개', '쇠고기 300g', '쇠고기(안심) 300g']",66
계란돈부리,"['밥', '죽', '스프']",일본,메인요리,보통,"['밥 4공기', '계란 3개']",57
깻잎마끼,"['밥', '죽', '스프']",일본,메인요리,보통,"['밥 2공기', '깻잎 10장']",51
돈부리,"['밥', '죽', '스프']",일본,메인요리,보통,"['밥 2공기', '쇠고기(등심) 60g']",54
모듬초밥,"['밥', '죽', '스프']",일본,메인요리,어려움,"['쌀 3컵', '참치 150g', '오징어 150g', '문어 100g', '새우 8마리']",67
무지개초밥,"['밥', '죽', '스프']",일본,메인요리,어려움,"['참치 30g', '초새우 4마리', '고등어 50g', '연어 50g', '김 2장', '초밥 200g']",68
문전초밥,"['밥', '죽', '스프']",일본,메인요리,보통,"['김 1장', '계란 1개', '오보로 약간', '밥 1그릇']",57
복주머니초밥,"['밥', '죽', '스프']",일본,메인요리,어려움,"['초밥 200g', '초새우 4마리']",67
삼색태극말이초밥,"['밥', '죽', '스프']",일본,메인요리,보통,"['김 5장', '밥 1공기']",48
새우초밥,"['밥', '죽', '스프']",일본,메인요리,보통,"['쌀 3컵', '새우(초밥용) 40마리', '고추냉이 약간']",58
세공초밥,"['밥', '죽', '스프']",일본,메인요리,보통,"['김 1장', '밥 1그릇']",45
치라시스시,"['밥', '죽', '스프']",일본,메인요리,어려움,"['참치 50g', '광어(광어살) 50g', '오징어 50g', '도미(도미살) 50g', '새우(초밥용) 4마리', '문어 50g', '밥 2공기']",78
캘리포니아롤,"['밥', '죽', '스프']",일본,메인요리,어려움,"['김 1장', '밥 1그릇']",70
캘리포니아롤,"['밥', '죽', '스프']",일본,메인요리,어려움,"['김 2장', '밥 2공기']",61
현미초밥,"['밥', '죽', '스프']",일본,메인요리,어려움,"['흰쌀 1과1/2컵', '현미 1/2컵', '다시마 1쪽', '표고버섯 4장']",68
회덮밥,"['밥', '죽', '스프']",일본,메인요리,보통,"['생선(흰살) 300g', '밥 2공기']",45
닭꼬치구이,['조림'],일본,메인요리,보통,['닭고기(안심) 200g'],38
돈까스,"['튀김', '커틀릿']",일본,메인요리,어려움,['돼기고기(안심) 400g'],71
게살과 소바 샐러드,"['나물', '생채', '샐러드']",일본,반찬,어려움,"['메밀국수 50g', '게살 20g']",70
생선다대기회,"['나물', '생채', '샐러드']",일본,메인요리,보통,['생선 600g'],47
스팀보트,['양식'],일본,메인요리,어려움,"['쇠고기 약간', '닭고기 약간', '오징어 약간', '새우 약간', '조개 약간', '팽이버섯 약간', '느타리버섯 약간', '표고버섯 약간', '시금치 약간', '배추 약간']",86
국수계란말이,"['만두', '면류']",일본,메인요리,보통,"['계란 4개', '국수 100g']",54
모밀국수,"['만두', '면류']",일본,메인요리,보통,['모밀국수 400g'],48
새우튀김우동,"['만두', '면류']",일본,메인요리,어려움,"['우동사리 250g', '새우 6마리', '쑥갓 약간']",61
장어소면,"['만두', '면류']",일본,메인요리,보통,"['소면 100g', '장어 50g']",54
정통일본식우동,"['만두', '면류']",일본,메인요리,어려움,"['중력분 500g', '가쓰오브시 60g']",73
스끼야끼,"['찌개', '전골', '스튜']",일본,메인요리,어려움,"['쇠고기(안심) 200g', '배추 100g']",74
어묵냄비,"['찌개', '전골', '스튜']",일본,반찬,어려움,"['어묵 1봉지', '유부 4~5개', '무 1/4쪽']",69
오코노미야키,['부침'],일본,메인요리,어려움,"['밀가루 3컵', '다시물 2컵', '계란 2개']",65
치킨데리야끼,['볶음'],일본,메인요리,어려움,['닭(가슴살) 500g'],60
누룽지탕,"['밥', '죽', '스프']",중국,반찬,어려움,"['누룽지 3조각', '표고버섯 2장', '죽순 30g', '새우 100g']",73
새우볶음밥,"['밥', '죽', '스프']",중국,메인요리,어려움,"['건포도 30g', '칵테일새우 100g', '양파 1/2개', '찬밥 2공기']",62
잡채밥,"['밥', '죽', '스프']",중국,메인요리,어려움,"['당면 50g', '돼지고기 100g', '표고버섯 1장', '부추 30g']",61
잡탕밥,"['밥', '죽', '스프']",중국,메인요리,보통,"['해삼 2마리', '새우 50g', '오징어 1/2마리', '홍합 50g']",56
중국식볶음밥,"['밥', '죽', '스프']",중국,메인요리,어려움,"['밥 800g', '계란 2개', '돼지고기(안심) 200g']",66
짬뽕해물탕밥,"['밥', '죽', '스프']",중국,메인요리,어려움,"['밥 2그릇', '돼기고기 150g', '오징어 1/2마리', '조개살 100g', '홍합 200g']",74
해물별미밥,"['밥', '죽', '스프']",중국,메인요리,어려움,"['쌀 2컵', '갑오징어 1마리', '새우 8마리', '소라 1개']",71
짜사이콩나물국,['국'],중국,메인요리,보통,"['짜사이 150g', '돼지고기 300g', '콩나물 50g']",50
오향장육,['조림'],중국,메인요리,보통,['돼지고기(사태) 300g'],45
군만두,['구이'],중국,간식,보통,"['돼기고기(우둔) 300g', '밀가루 2와1/2컵']",50
깐풍기,"['튀김', '커틀릿']",중국,메인요리,어려움,['닭고기(다리살) 1마리'],71
깐풍새우,"['튀김', '커틀릿']",중국,메인요리,어려움,['새우 12마리'],72
레몬치킨,"['튀김', '커틀릿']",중국,메인요리,보통,['닭안심(안심) 300g'],51
쇠고기탕수,"['튀김', '커틀릿']",중국,메인요리,보통,['쇠고기(홍두깨살) 1근'],55
오징어탕수,"['튀김', '커틀릿']",중국,메인요리,어려움,"['오징어 1마리', '계란 1개', '녹말 1컵', '옥수수 3큰술']",75
왕새우칠리소스,"['튀김', '커틀릿']",중국,메인요리,보통,['새우(대하) 6마리'],53
콘소스탕수육,"['튀김', '커틀릿']",중국,메인요리,보통,['돼지고기(등심) 400g'],59
탕수육,"['튀김', '커틀릿']",중국,메인요리,어려움,"['홍피망 1개', '돼지고기(안심) 300g', '녹말 1큰술']",65
파인애플탕수육,"['튀김', '커틀릿']",중국,메인요리,어려움,['돼지고기 200g'],65
김치채소볶음,"['밑반찬', '김치']",중국,반찬,어려움,"['배추김치 1/8포기', '돼지고기(안심) 80g', '죽순 50g', '양송이버섯 2개']",70
기스면,"['만두', '면류']",중국,메인요리,보통,"['닭다리 150g', '물 10컵', '소면 400g', '중국부추 50g']",57
꽃만두국(완당국),"['만두', '면류']",중국,메인요리,어려움,"['밀가루 2컵', '쇠고기(우둔) 200g', '배추 200g']",65
딤섬,"['만두', '면류']",중국,간식,보통,"['돼지고기(또는 쇠고기', '닭고기) 250g', '새우 15마리']",58
울만두,"['만두', '면류']",중국,간식,어려움,"['시판용 손만두 4개', '칵테일새우 10마리', '갑오징어새끼 2마리']",66
자장면,"['만두', '면류']",중국,메인요리,보통,"['국수(생면) 400g', '자장 2큰술']",51
해물누룽지탕,"['찌개', '전골', '스튜']",중국,메인요리,어려움,"['누룽지 8조각', '오징어 1/2마리', '새우 8마리']",72
두반장해물볶음,['볶음'],중국,메인요리,어려움,"['불린해삼 2개', '홍합 80g', '칵테일새우 10마리', '소라 3개', '오징어 1마리', '돼지고기 50g', '고추기름 약간']",80
마파두부,['볶음'],중국,메인요리,어려움,"['두부 1모', '다진돼지고기(안심) 50g', '녹말 1큰술', '물 1큰술']",61
부추표고버섯볶음,['볶음'],중국,반찬,보통,"['부추 1단', '표고버섯 4장']",46
죽순표고버섯볶음나물,['볶음'],중국,반찬,보통,"['죽순 2개', '표고버섯 8장']",46
중국식연두부,['볶음'],중국,메인요리,보통,['연두부 400g'],53
중국식오징어볶음,['볶음'],중국,메인요리,보통,['오징어 2마리'],44
칠리새우,['볶음'],중국,반찬,보통,"['대하 10마리', '청피망 1/2개', '홍피망 1/2개']",58
피망잡채,['볶음'],중국,반찬,어려움,"['피망 4개', '쇠고기(잡채용) 200g', '표고버섯 3장']",60
지중해식볶음밥,"['밥', '죽', '스프']",동남아시아,메인요리,보통,"['쌀 2컵', '바지락 200g']",52
톰얌꿍,"['밥', '죽', '스프']",동남아시아,메인요리,어려움,"['새우 5마리', '타마린드 1/2큰술', '피쉬소스 2큰술', '칠리페이스트 1/2큰술', '생라임즙 1과1/2큰술']",64
쌀전병냉채,"['나물', '생채', '샐러드']",동남아시아,반찬,어려움,"['라이스페이퍼 10장', '깻잎 10장', '햄 100g', '오이 1개', '계란 2개', '표고버섯 5장']",76
월남쌈,"['나물', '생채', '샐러드']",동남아시아,메인요리,어려움,"['라이스페이퍼 8장', '쌀국수 50g', '오징어 1/2마리']",67
해물팟타이,"['만두', '면류']",동남아시아,메인요리,어려움,"['쌀국수 100g', '오징어 1마리', '새우 10마리', '숙주 30g']",67
단호박주뻬따,"['밥', '죽', '스프']",이탈리아,메인요리,어려움,"['[주뻬따] 단호박 50g', '생크림 50g']",86
닭가슴살 샤프란 리조또,"['밥', '죽', '스프']",이탈리아,메인요리,보통,"['닭가슴살 50g', '샤프론 리조또 100g']",51
